chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,original_sample,LABEL
0.42624936,1.5115575e-06,1566.9222098703344,1636.7405591958473,2916.722074468085,0.09991584940159574,-1108.2181,22.97589,14.791973,12.812413,7.0929384,0.83037496,-3.3994632,-4.75903,-4.4575896,-3.2443824,-2.783829,0.41840062,2.042555,1.8671482,0.5156214,-0.18443409,-0.18767923,-1.9693831,-2.0220673,-1.8455447,linus-to-trump,FAKE
0.42298973,1.8505817e-06,2202.2724688503185,1779.8045135071484,3992.686170212766,0.15770964926861702,-1104.3287,20.911802,6.741541,2.8460472,3.0827305,-0.5231172,-5.4053097,-2.8895614,-2.3374243,-0.33098435,-1.513212,0.7609765,1.3011018,2.2333684,-0.68182147,-1.7382948,-0.90167665,-1.4947892,-0.20058711,-0.46706888,linus-to-trump,FAKE
0.3676024,2.4479734e-06,1454.839555252007,1525.762630120483,2607.1309840425533,0.09423828125,-1092.4053,34.362114,7.7664647,2.3226874,2.7209954,-2.3586023,-7.3778667,-6.6304264,-3.4215097,-0.70002,-1.5863922,-0.5553339,2.5834053,2.2371304,-2.5346646,-3.8050888,-1.5196035,-2.730616,-3.1563883,-1.7168261,linus-to-trump,FAKE
0.41767082,1.7209792e-06,1852.2770044421854,1667.9846439656435,3482.2972074468084,0.13360206117021275,-1106.0902,21.096645,6.616081,3.3916035,2.0018973,-0.5330914,-4.4737477,-3.8096716,-2.7010038,-3.1188166,-3.0393283,-0.61253005,-0.103158474,0.65925395,-1.7530253,-3.1875808,-1.9503407,-2.3742237,-1.343647,-0.98339754,linus-to-trump,FAKE
0.40348983,2.0688444e-06,2042.8202237521243,1660.2159987345785,3605.3856382978724,0.15212038730053193,-1101.579,21.235971,7.083526,5.26348,4.551573,-0.14510863,-7.6697965,-4.4121566,-2.302578,0.45237777,0.09880798,1.6832353,2.1259997,3.4727802,-0.5717455,-1.6054974,-0.78484696,-2.6838384,-0.8198033,-0.41379803,linus-to-trump,FAKE
0.46763405,1.1147688e-06,1899.908456645771,1855.5772192894012,3826.379654255319,0.12210667386968085,-1111.871,19.090824,9.642043,6.08222,3.4543648,-0.12315905,-2.871476,-1.6574329,0.57363546,1.8388736,1.0519619,0.696699,0.26187456,0.13937572,-1.7143295,-2.1720166,-0.9732247,-0.93610287,-0.05564646,0.25183776,linus-to-trump,FAKE
0.37707433,2.20974e-06,1651.3462917891745,1593.3061645791295,3044.963430851064,0.11731736203457446,-1094.7855,31.768578,7.6509924,2.9348183,3.5362856,-0.6875335,-5.2086406,-5.2175865,-3.4339674,0.26911616,1.2567902,0.95883745,1.7829835,2.6508934,-1.0446326,-2.696695,-1.318142,-1.9992118,-0.8568388,0.7364945,linus-to-trump,FAKE
0.44646883,1.4237144e-06,1754.1399200865037,1842.1016608593054,3626.911569148936,0.09668488198138298,-1109.6447,19.232855,8.901522,10.623521,8.088688,2.0036397,0.481559,1.4344025,0.96100163,0.8332183,-0.49943557,-0.21581167,1.3947308,1.4705054,0.0116336495,-0.56883043,0.36847767,-0.013076057,-0.08555043,0.2620047,linus-to-trump,FAKE
0.40046138,1.6995194e-06,2089.196842810292,1788.7272363100749,3819.564494680851,0.14702460106382978,-1109.308,19.232533,10.55011,6.536666,2.6674175,1.9587637,-1.0851424,-2.3519714,-2.4131837,-0.90029657,-1.291881,0.41627404,0.47855026,1.4023751,-0.22991042,-1.4993438,-0.19148326,-0.9406011,-0.35235944,0.0032826434,linus-to-trump,FAKE
0.37233606,1.777921e-06,1803.492885780866,1751.0515454881702,3416.8882978723404,0.12328062666223404,-1106.5435,25.459019,13.368246,6.2315273,2.9947321,1.1766669,-0.6006726,-2.0997014,-4.136338,-2.5724752,-1.0083966,0.39671278,0.082688384,-0.09718183,-1.2230831,-1.2155495,-0.94959617,-1.4903523,-0.5714697,-0.76479185,linus-to-trump,FAKE
0.35280886,1.888197e-06,1783.475886694159,1830.335983248561,3595.3291223404253,0.09785883477393617,-1103.1946,24.103241,4.029194,1.7046088,3.311319,0.907124,-2.3214028,-4.3821673,-3.0776565,0.47710532,0.67173505,-0.18152216,0.92741036,1.1953189,-0.6725387,-1.5012723,-1.2112514,-1.3845758,-0.19884077,0.30267605,linus-to-trump,FAKE
0.38773814,1.641771e-06,1697.2855442339994,1699.2220702323668,3261.136968085106,0.12213264627659574,-1104.7566,27.08501,11.69622,4.1370573,2.5232685,1.5664847,-2.1291053,-4.883743,-3.8738563,-0.55032545,0.38555396,-0.8833721,-1.6204029,-0.6381443,-1.698945,-2.4877634,-2.2753677,-2.8464465,-1.3950782,-0.24768129,linus-to-trump,FAKE
0.39639774,1.4895526e-06,1912.9634620851455,1831.2675644660067,3696.060505319149,0.11464220412234043,-1111.0261,19.31743,12.843737,9.950332,5.057957,0.34347805,-2.8843656,-2.0107598,-2.210177,-0.9787139,-1.278009,1.1041865,2.3012495,1.9588236,-0.4709957,-1.6003859,-0.22031218,-1.5568633,-1.6081623,-0.96491987,linus-to-trump,FAKE
0.4023799,1.1019405e-06,1595.2715797772466,1700.2112414410335,2948.720079787234,0.09800947473404255,-1115.426,18.645527,13.124268,7.6819134,4.1460004,0.87410676,-2.245023,-2.9105945,-2.9187727,-2.5518954,-2.9203575,-1.8850003,-0.96842223,0.33310053,-0.09506323,-0.73780906,-0.9427422,-1.2528487,-1.0975151,-1.4839016,linus-to-trump,FAKE
0.40506876,1.4076903e-06,1697.492407680525,1650.6946275208206,3296.708776595745,0.11182160073138298,-1107.604,20.198534,6.5067606,2.8424492,2.7338114,-3.4236631,-8.986458,-6.9554877,-3.3371065,0.2970936,-2.202942,-1.9645206,1.0843902,2.3363454,-1.7246438,-2.420349,-0.67201245,-1.3664745,-1.4611259,-0.6855097,linus-to-trump,FAKE
0.40869007,1.5212217e-06,1730.9158207467983,1612.5580245580682,3137.716090425532,0.11135929188829788,-1107.213,21.832281,9.060412,7.4177976,3.52805,-2.478435,-5.788039,-5.952328,-3.984833,-1.5369246,-1.6368959,-0.44045654,1.441553,1.0574077,-1.9362793,-2.3171866,-1.3288391,-2.6922743,-2.130285,-1.0144178,linus-to-trump,FAKE
0.40606764,1.6650775e-06,2099.64902527371,1736.9511478969239,3676.778590425532,0.18491314827127658,-1103.7415,22.79295,10.090024,7.3975635,3.1692705,0.314141,-4.3266807,-5.265884,-3.4974098,-1.0072142,-2.4602942,-1.8491206,-0.1624617,1.9486789,-1.4275002,-3.1755722,-0.6562265,-2.7001555,-2.4316506,-1.3939177,linus-to-trump,FAKE
0.4295068,1.2821264e-06,2302.0026077032094,1939.0289910303854,4228.557180851064,0.16731943982712766,-1113.373,16.4343,12.049387,8.264786,5.9294186,2.6457553,-3.2414634,-2.9740584,-2.595234,-1.1241441,-1.7804198,0.5931184,1.1515598,2.1884656,0.16411704,-0.3998614,0.07878195,-1.7162951,-1.5268825,-1.7981126,linus-to-trump,FAKE
0.42855653,1.8839795e-06,1939.2284987981238,1646.1736126435221,3433.427526595745,0.1441676363031915,-1102.5516,24.929941,7.1163836,-0.9049653,-0.5834888,0.6127542,-1.464372,-1.6851884,-2.3375983,0.19142106,0.4574843,1.834921,1.6357052,1.1803362,-1.7362143,-2.0584166,-0.048599467,-0.5295335,-0.53662163,-1.0940361,linus-to-trump,FAKE
0.3807847,1.7883546e-06,2089.81439315522,1830.2001899403892,4008.7267287234044,0.1399393284574468,-1108.6515,19.363005,9.9174595,7.7783837,2.589761,-0.730164,-2.3008475,-2.8010395,-3.5232723,-1.910123,-2.64601,-0.8388205,0.9955022,2.0336962,0.055122864,-1.4203486,-0.18741988,-1.1189874,-0.08221201,0.6065922,linus-to-trump,FAKE
0.4019772,1.5261938e-06,1878.2839727428502,1754.1694711740145,3551.030585106383,0.12642328789893617,-1107.173,20.67995,9.40412,7.8897843,4.704109,1.1533808,-1.9786565,-1.9404408,-1.4193772,-1.4376777,-3.892991,-3.1246114,-0.9276977,0.7205903,-1.5507509,-2.1098156,-0.29616347,-2.1032398,-1.9769212,-1.2492278,linus-to-trump,FAKE
0.3840852,2.0989437e-06,2039.230415777572,1744.136830094446,3779.1722074468084,0.11552007147606383,-1105.141,17.891523,5.740107,8.2124195,4.5750504,-1.4599577,-4.5014634,-4.6406865,-4.155271,-0.8442845,-2.5425177,-0.54193664,0.8004478,1.1839297,-1.6325086,-2.30305,-0.37742606,-1.9656943,-1.3563052,-0.6668352,linus-to-trump,FAKE
0.3622443,1.6731423e-06,1611.2929819246858,1722.8752116785076,3216.6722074468084,0.08742831615691489,-1110.541,23.490639,14.788453,9.505094,4.7048216,0.6196011,-2.1236591,-4.027725,-5.1440783,-4.3033175,-2.0078704,-0.4089195,0.1449806,1.0988989,0.5808916,-0.8623355,-1.3199235,-1.3790274,-1.2244623,-1.4839073,linus-to-trump,FAKE
0.43238473,1.5782766e-06,2200.1667916563524,1822.9111959277175,3969.8304521276596,0.16133539727393617,-1107.3857,16.65578,12.319461,9.257844,3.2917435,2.4763334,-3.9215302,-2.6157868,-0.27358392,1.4439136,-1.1786771,0.70838773,0.26230842,2.230972,-1.3382504,-2.7868912,-0.025883315,-1.3005989,-0.4014895,-0.109587,linus-to-trump,FAKE
0.39702517,1.5460232e-06,1636.196602681556,1737.286210248372,3325.465425531915,0.08140791223404255,-1109.3918,20.038204,9.358832,7.9166684,4.191585,1.1172212,0.4810434,-0.62723905,-0.53057015,2.147833,1.171533,0.2292408,0.6588789,0.823498,0.29598564,-0.4777835,-0.3649719,-0.8133017,-0.8032652,-0.37350196,linus-to-trump,FAKE
0.40438804,1.7471007e-06,1751.4129660547349,1590.963704640724,3112.533244680851,0.11681869182180851,-1103.5267,26.025202,10.895448,4.5915837,3.410963,0.98612297,-4.494098,-5.611188,-3.5224018,1.0475098,2.29803,2.4980075,1.9599181,2.80806,0.21335696,-2.5686243,-2.0272012,-1.1864578,-0.21035902,-0.88586086,linus-to-trump,FAKE
0.3625548,9.901393e-07,1458.7199826012397,1575.095458644767,2685.089760638298,0.08068068484042554,-1121.6399,8.252066,2.554375,1.1341491,0.9338704,2.0192924,1.9121512,0.24547845,-1.0478204,-0.7146683,-0.5784171,1.043504,2.9373825,2.5255983,-0.21891977,-1.4519215,-0.089166604,0.4224644,1.055579,1.3735287,linus-to-trump,FAKE
0.40372056,1.7737352e-06,1876.7177201385975,1662.094700810519,3332.280585106383,0.13053731715425532,-1106.3496,24.392282,11.230551,3.8946803,0.7334314,-0.3624042,-1.6584572,-3.6104536,-5.9740553,-3.317937,-0.14682902,1.9510813,1.6682512,1.6118994,-1.4704019,-2.908509,-2.005778,-2.5295372,-2.1392682,-1.5129714,linus-to-trump,FAKE
0.43011415,1.0911608e-06,1880.0672064167882,1902.5059097723101,3816.904920212766,0.102783203125,-1115.7736,16.52329,8.241145,4.6338415,2.6349087,-0.27563772,-1.8482612,-1.1163236,0.21399687,1.0394349,0.7342725,0.46901533,0.72650796,0.43819436,-0.8337653,-1.0330316,-0.74577266,-0.9259137,-0.17101867,0.23425736,linus-to-trump,FAKE
0.3999606,1.5610183e-06,2248.7886849678252,1955.5843889954645,4350.48204787234,0.18150556848404256,-1111.1251,14.477101,8.808869,7.9615693,5.089172,-0.041039485,-5.09368,-2.6646469,-2.8610148,-1.849745,-1.9937268,0.60561913,-0.19765449,1.0262593,-0.6940123,-1.2185848,-0.25636384,-1.0511038,-0.54197043,-0.5127299,linus-to-trump,FAKE
0.38572624,1.97115e-06,2130.8861037707134,1742.919440191961,3737.3670212765956,0.17513713430851063,-1101.6674,22.474579,8.087249,6.6887364,4.581048,-2.6444805,-8.938913,-4.479651,-0.8064329,0.47907943,-2.5151248,0.97868776,2.9316936,2.0112612,-2.9093277,-2.8936896,-0.92452306,-3.9241333,-2.5691776,-0.7640909,linus-to-trump,FAKE
0.40324044,1.7266996e-06,1992.451077988177,1776.502509212837,3658.909574468085,0.1512736868351064,-1106.09,23.459158,12.72973,6.2540555,3.3002825,0.8562537,-4.600508,-5.1742835,-4.668479,-1.6740916,-1.7635103,-1.0198624,0.20872286,2.1711073,-0.32358986,-2.0401845,-1.4934909,-2.3795438,-0.90925807,-0.45243397,linus-to-trump,FAKE
0.410463,1.4852457e-06,2020.8338027005527,1816.5751880036003,3727.4767287234044,0.14404816323138298,-1107.9958,22.236097,10.09241,7.460785,5.156241,0.0221089,-3.4768252,-2.5323467,-0.9488419,0.065880254,-0.49781662,0.116538554,0.83546674,1.5907284,-0.0039517423,-1.9714683,-1.6070881,-1.467958,-0.739324,-0.86414474,linus-to-trump,FAKE
0.3996058,1.5790289e-06,2070.917932847804,1764.5609637642965,3703.9561170212764,0.16230157081117022,-1106.5426,21.555838,11.003235,8.7220955,5.972023,-0.1824855,-6.3371925,-3.9299603,-1.229417,-1.3681712,-2.105066,0.6925128,0.16636793,0.47237182,-1.7672698,-1.8559335,-0.107555114,-1.8624545,-1.3314053,-0.49672484,linus-to-trump,FAKE
0.3638713,2.4822295e-06,1828.171028335468,1636.705263331591,3287.4002659574467,0.1357889378324468,-1096.1477,29.187477,6.5872097,-0.4655448,1.1792507,0.9572349,-4.2180257,-6.282587,-5.149329,0.03003092,0.17310122,-1.3182199,-0.97708035,1.9788141,-1.1093632,-3.2548206,-1.6731442,-2.5014937,-2.130554,-1.0024139,linus-to-trump,FAKE
0.4430601,1.3634332e-06,1963.3942898684072,1939.237749089524,4056.599069148936,0.11958735039893617,-1109.905,18.842861,4.9064264,3.5529432,4.178743,0.3714434,-3.8672361,-4.3676744,-1.398828,1.773447,0.724755,0.004296186,2.056202,2.3842468,-0.74625134,-2.0301566,-1.1686219,-1.5979134,-1.066621,-0.5027886,linus-to-trump,FAKE
0.34674788,1.8552342e-06,1811.4013922712968,1736.8517503329085,3464.428191489362,0.11691219248670212,-1104.2173,22.707792,8.468479,7.17685,5.350038,-1.9138018,-7.412506,-5.491687,-3.8859825,-1.725303,-2.5480502,-1.5141305,0.72154975,1.2077291,-1.7764052,-1.8078249,-0.9202467,-2.8074872,-1.9127293,-0.81223726,linus-to-trump,FAKE
0.42746675,1.4775733e-06,1871.9050183536672,1792.1788923816237,3634.4747340425533,0.12681806848404256,-1108.2169,21.31971,9.800322,7.078557,5.8549213,-0.85598236,-5.286138,-3.3704214,-2.2863767,-0.31689984,-1.257078,-0.017832488,1.6106302,1.8773304,-1.2284181,-1.7793356,-0.6071808,-1.9485998,-2.1950803,-1.0096116,linus-to-trump,FAKE
0.40098557,1.743598e-06,2060.8979229263855,1702.9820360545282,3580.4521276595747,0.16609873670212766,-1100.0103,26.43623,10.7942095,4.413607,2.958482,-0.20038341,-6.2772403,-3.0705411,0.3826987,2.2493756,-0.5370521,-0.15242572,1.5949482,2.7280543,-2.8185182,-3.3867276,-1.3347046,-3.2433598,-1.8435553,-0.29764014,linus-to-trump,FAKE
0.43788618,1.3954079e-06,1974.109492819046,1781.3524188627282,3646.7752659574467,0.13972635472074468,-1107.6681,22.506807,10.942493,6.374144,3.6120334,0.21552804,-3.7155583,-4.468324,-2.7220914,0.8002488,0.4460067,0.97144896,1.6234674,1.651119,-0.5546271,-1.4299945,-1.1545709,-2.7268813,-1.7834734,-0.43572104,linus-to-trump,FAKE
0.3884749,1.7939768e-06,1762.0206866203869,1712.6538679063265,3163.813164893617,0.1309061253324468,-1102.3624,28.359333,11.962934,4.1163764,1.8696105,-0.733967,-2.6653926,-1.7454628,-2.3453767,-1.9657736,-2.4572887,-0.8895777,0.914592,1.0624328,-1.9778572,-2.970383,-2.0463269,-2.2901788,-1.0465201,-0.028590415,linus-to-trump,FAKE
0.38077644,1.9282593e-06,1806.3879366153951,1752.4495303621043,3492.436835106383,0.1272699883643617,-1102.2606,26.352612,15.100524,12.566974,6.141977,-0.65128165,-4.1179557,-4.851729,-6.2155046,-2.5677671,-1.8332124,-1.0572591,0.4944581,1.4031945,-1.8564192,-2.1475852,-0.38732114,-2.6170862,-2.1347165,-1.49466,linus-to-trump,FAKE
0.41370472,1.6278353e-06,1926.920651838949,1815.7691856708852,3782.5797872340427,0.12124958444148937,-1105.9006,21.579165,8.172474,6.367317,5.501208,0.28345555,-5.7374897,-3.5890572,-0.08492463,1.0956091,-0.19978118,0.4132126,1.7175226,2.5571957,-0.84984875,-2.1333797,-0.5446129,-1.5606447,-1.1733062,-0.3098401,linus-to-trump,FAKE
0.40770578,1.6691048e-06,1966.0067562757988,1769.5837080677475,3601.978058510638,0.13422020445478725,-1107.1255,21.553102,13.050361,10.58794,6.717538,0.2853759,-5.460616,-3.8643322,-3.2734022,-2.180629,-3.172709,-0.3749259,1.0359641,1.1677336,-1.7434404,-1.529873,0.7035502,-1.3459989,-1.2131425,-0.5104044,linus-to-trump,FAKE
0.42120314,1.7456042e-06,2042.4994690030092,1709.790543559675,3713.9295212765956,0.14931536735372342,-1106.9723,19.939886,9.49995,5.0693974,4.4089265,1.9435222,-5.6469293,-4.492136,-1.5158901,1.9351456,0.33711576,0.2460421,0.6296611,2.5711322,-1.5373552,-2.7170892,-0.17941464,-1.4367272,-1.0139918,-0.7511557,linus-to-trump,FAKE
0.39200613,1.5107797e-06,1978.44486390046,1828.51561724335,3841.838430851064,0.1280335771276596,-1113.9473,15.105052,10.381877,7.368889,3.9082024,1.2259738,-2.6099384,-1.6848481,-2.404143,-1.3616034,-0.76240253,0.48802456,0.3261964,1.8884048,-0.20876032,-1.1853497,-0.1253431,-1.1421721,-0.8793796,-1.081672,linus-to-trump,FAKE
0.4659625,9.654475e-07,2137.148090198121,1793.2911814207532,3927.942154255319,0.17877327127659576,-1116.1212,14.492224,8.839774,5.626126,1.2108418,-0.238141,-2.55844,-3.658511,-1.750832,-0.3038099,-0.9536737,1.0035002,1.1895815,1.2243356,-0.34285396,-2.770474,-2.287594,-2.5842474,-1.8537235,-1.6125767,linus-to-trump,FAKE
0.3644901,2.244361e-06,1881.7792550568054,1724.9877269710516,3519.1988031914893,0.12966983876329788,-1097.0609,29.11006,9.232132,2.5338898,0.4169545,-0.15271759,-4.1668787,-6.408086,-5.5682535,-1.4354043,-0.34726247,0.029590609,-0.45005858,0.91998136,-2.090888,-3.7198381,-2.0361657,-3.2167544,-1.8643156,-0.9191471,linus-to-trump,FAKE
0.35417694,1.9604042e-06,1774.7827124209828,1734.8963332807502,3365.192819148936,0.13135285073138298,-1101.3931,28.159655,10.0378685,6.993272,6.1842017,-0.008310872,-6.2798247,-7.469264,-4.0804644,-0.4210749,-1.0032548,-0.95220965,1.843369,2.3924003,-0.85378355,-2.997669,-2.9730675,-3.2061281,-2.19648,-1.6384518,linus-to-trump,FAKE
0.3908396,2.2657266e-06,1946.9911319803468,1781.7788172824246,3738.9461436170213,0.13744078291223405,-1097.9048,25.36507,5.2172236,5.105302,3.9430227,-3.1069767,-8.074637,-7.5401707,-5.242617,-0.095254675,-1.5616648,-3.090883,-0.44319084,1.87611,-2.9759037,-4.0846553,-1.5008609,-2.7245862,-1.7845209,-0.8465827,linus-to-trump,FAKE
0.32954958,2.3318437e-06,1810.431956319907,1726.1815742980928,3441.572473404255,0.12011199301861702,-1098.7579,29.043953,10.809058,10.78913,8.717894,-3.619577,-11.030037,-8.285634,-5.133691,-3.075144,-3.81604,-2.4220436,1.0892471,1.7477453,-2.0184495,-2.7593322,-1.3437054,-2.5956986,-2.3195772,-1.3543055,linus-to-trump,FAKE
0.3667571,1.6525249e-06,2144.3834482219845,1786.9990105449403,3928.690159574468,0.1727009225398936,-1110.0078,17.048391,9.373383,7.5712824,5.0204053,3.235007,-2.2387326,-3.5659332,-4.064258,-3.8461943,-4.2236137,-0.5726997,0.29510105,1.3977914,-0.31909293,-1.1927577,0.058972117,-1.3398345,-0.2524256,-0.18373805,linus-to-trump,FAKE
0.3661933,1.7683608e-06,1854.8468917049863,1814.906610647909,3604.305186170213,0.12110933344414894,-1103.4199,23.84238,6.91147,8.229644,6.431829,-1.0914419,-3.6960855,-1.9902625,-0.16711852,-0.95009476,-2.507916,-1.0040452,1.0233638,0.0820554,-2.4094622,-1.3409542,0.08561575,-2.0242898,-1.2448424,0.3149601,linus-to-trump,FAKE
0.3739398,1.812966e-06,1838.9474064083008,1811.014711014792,3620.0132978723404,0.11562915558510638,-1106.816,23.60491,9.766316,6.822583,4.772495,-0.36725923,-3.6830447,-3.4227967,-3.047996,-2.7703338,-2.7523415,-2.0908291,-0.98110735,-0.13214481,-0.5035929,-0.32907254,0.2572563,-1.1122895,-1.0729417,-1.0301396,linus-to-trump,FAKE
0.3649893,2.0055259e-06,1784.1766127116236,1805.8212470033188,3615.026595744681,0.10154691655585106,-1105.1016,26.166021,11.302163,6.991575,4.1347404,-0.63644797,-3.6841106,-5.020955,-5.1906996,-4.0348296,-3.2951343,-1.986983,0.43092772,1.2742587,-0.6161304,-1.8022325,-0.92090565,-0.73034215,-0.8068402,-0.58205307,linus-to-trump,FAKE
0.39888266,1.4798683e-06,1729.0262601026545,1816.9294442530097,3340.6748670212764,0.11544734873670212,-1108.1127,25.882114,16.284388,11.163492,6.503138,1.3747458,-3.7247074,-5.7638083,-4.8994594,-3.4565055,-1.8593827,-0.42865136,0.46239647,1.1109599,-0.12618704,-1.2719754,-1.7115394,-2.7847252,-1.9449261,-1.4887849,linus-to-trump,FAKE
0.5102981,7.838792e-07,2087.88498636055,2101.87282990415,4454.704122340426,0.1282673287898936,-1117.9438,14.947228,7.5373335,3.6609826,3.3519745,2.458188,-0.0066314554,-1.2609421,0.13591294,2.427357,3.4954333,2.9446845,1.7682858,0.8873055,0.30409986,-0.37255177,-1.2225344,-1.7198571,-1.3854613,-0.6348431,linus-to-trump,FAKE
0.38808963,1.5624465e-06,1834.5960615744696,1776.076185490947,3494.68085106383,0.12869327626329788,-1107.9084,21.90994,11.506611,8.598302,8.039157,2.1454093,-5.1830187,-4.0970793,-1.6676546,-0.12741888,-1.8258805,-1.1814322,0.41113654,1.5727484,-1.2693793,-2.9286544,-1.7967153,-1.3720195,-1.6629577,-1.9942614,linus-to-trump,FAKE
0.43729642,1.2667751e-06,1612.7652169152955,1623.9150320502026,3053.3577127659573,0.10946850066489362,-1112.2297,15.73073,5.512092,4.042323,2.9205315,-0.7547276,-5.4812446,-5.0574203,-1.8443782,0.17100964,-0.29825082,0.6526852,1.2690849,2.4443946,-0.3167152,-2.5417397,-1.6399413,-1.9559307,-1.8078378,-1.4398166,linus-to-trump,FAKE
0.32428005,2.4746412e-06,2238.78931129276,1670.7120701838894,3827.0445478723404,0.17986411236702127,-1102.541,15.630758,2.1631887,3.0674412,1.7208706,-3.70577,-10.197033,-8.091641,-7.5520573,-4.1899614,-4.3562965,-1.3944832,-1.3032777,0.872829,-2.573547,-3.7427151,-2.6067724,-4.8260603,-2.6768184,-0.8927924,linus-to-trump,FAKE
0.34167686,2.4167346e-06,2127.7522593659032,1781.4345419499982,3883.976063829787,0.16865961602393617,-1105.1458,19.474586,3.3057873,4.6666617,2.5968652,-5.6236515,-7.53458,-6.046247,-7.9798436,-5.9032254,-3.976998,-2.9110944,-1.2772449,0.85193604,-2.074346,-3.9515898,-3.3799176,-4.001511,-3.3262966,-2.8743277,linus-to-trump,FAKE
0.40614474,1.7239377e-06,2063.330754732611,1747.6793437156246,3835.8543882978724,0.1734437333776596,-1104.9996,22.281044,8.046874,5.592245,1.8639514,-3.3727658,-6.322438,-5.8134995,-5.581771,-3.652755,-2.4914486,-1.53362,-1.903241,-1.9063168,-2.984821,-3.152455,-2.9644508,-3.5664186,-2.019256,-1.7764533,linus-to-trump,FAKE
0.30526164,2.3800928e-06,1870.817019681768,1686.7361805172368,3505.152925531915,0.13133726728723405,-1106.8685,19.021608,2.054978,4.3222876,2.7348726,-4.9379406,-6.2324405,-6.44318,-7.071587,-4.770488,-4.2428436,-4.960154,-2.7360609,-0.68009776,-1.9247025,-3.054446,-2.272952,-1.6827068,-1.4150608,-0.9408214,linus-to-trump,FAKE
0.41374013,2.0585735e-06,1886.4607553308904,1573.7999416100804,3291.472739361702,0.15684736535904256,-1100.1387,25.09595,3.480815,-3.0652375,-4.2098937,-2.5260363,-3.0696027,-5.5131636,-5.8849096,-1.534531,-1.1354867,-1.6883734,-2.6700006,-2.721881,-3.92651,-4.8475823,-2.7630851,-2.054639,-0.1036125,0.84048307,linus-to-trump,FAKE
0.3375481,2.1049416e-06,2088.838753084248,1709.2660254222242,3749.501329787234,0.1508529338430851,-1105.298,21.320543,7.1907444,3.5571127,1.1215692,-4.8842807,-9.33237,-7.895714,-6.484623,-2.7137744,-3.04505,-2.2061312,-0.60638964,0.0050181444,-3.7950637,-3.8174248,-1.9481475,-3.4311988,-2.5314531,-1.1187254,linus-to-trump,FAKE
0.40517527,1.7645087e-06,2008.4875055745147,1646.1556949081132,3526.2632978723404,0.1696517619680851,-1109.1656,20.696568,6.180558,-2.0739868,-4.385526,-2.6283748,-3.3438253,-4.2710757,-3.4356081,-2.0555325,-1.6311707,-0.50864303,0.00051421305,0.3467266,-2.3094215,-4.4385085,-3.693115,-3.6586921,-2.0754285,-0.85263306,linus-to-trump,FAKE
0.3419776,2.431148e-06,2016.672936436977,1707.3077217495616,3678.191489361702,0.13916535073138298,-1102.2838,22.616388,3.541258,4.615225,1.9738474,-6.5328674,-9.148918,-7.28186,-6.4421105,-5.264987,-4.0016236,-1.7836581,-0.38873294,-0.73708695,-3.5062196,-4.786075,-3.269478,-3.5471194,-3.2323728,-2.7042632,linus-to-trump,FAKE
0.4208935,1.497491e-06,2035.9322819782055,1679.4008313149284,3629.488031914894,0.1627482962101064,-1109.908,19.845026,7.7672114,1.8273085,0.36851725,-1.6430829,-5.3066416,-5.765838,-5.3680763,-2.9158568,-2.0782692,-0.77842534,0.01281374,0.27553764,-2.5874188,-2.9369783,-1.8289279,-3.116848,-2.6097386,-2.170924,linus-to-trump,FAKE
0.36560643,2.0106543e-06,1780.3458483269105,1628.9217718821612,3303.0252659574467,0.13202293882978725,-1102.1044,24.406715,7.3211765,4.848938,4.780189,-1.0827131,-8.41306,-8.675958,-6.7660437,-3.5016928,-3.5577257,-4.316117,-3.3489068,-0.08277703,-2.0340304,-3.7548506,-2.5331855,-3.0381818,-2.5501182,-2.3070347,linus-to-trump,FAKE
0.35417917,2.3222408e-06,2116.5442346120335,1693.5007183817445,3718.0851063829787,0.15587080285904256,-1103.303,22.381392,4.7561526,1.1559702,-0.22279379,-4.2165036,-5.9775352,-4.6794205,-6.5079846,-5.3360996,-3.742517,-1.9220029,-2.063352,-0.8599894,-1.9166826,-2.7186193,-3.5046136,-4.0837317,-1.8288381,-2.1423156,linus-to-trump,FAKE
0.3923093,1.8186946e-06,1958.1298865661051,1708.2857434971454,3600.398936170213,0.13788231382978725,-1108.6372,20.79699,7.005183,4.048397,0.89080894,-3.8212452,-4.5889115,-4.5584607,-5.9411077,-4.932095,-3.6161213,-2.5695667,-1.2292873,-1.5580227,-4.349549,-4.8893356,-3.920945,-4.492829,-3.3394685,-2.341234,linus-to-trump,FAKE
0.33523098,2.1743488e-06,1993.9311287945095,1656.1334909341228,3573.221409574468,0.14108211436170212,-1104.4956,19.922205,4.9155536,5.679892,2.7210488,-3.2358778,-6.88546,-7.2436795,-6.747372,-4.4074183,-5.792464,-3.508892,-0.7067225,-0.52860034,-2.5204585,-3.312945,-2.6796525,-3.6919563,-2.3639977,-2.648913,linus-to-trump,FAKE
